    0.10280E-02    0.43229E+04
    0.14347E-02    0.57318E+04
    0.20023E-02    0.75665E+04
    0.27944E-02    0.99235E+04
    0.38999E-02    0.12836E+05
    0.40321E-02    0.13156E+05
    0.41687E-02    0.13480E+05
    0.43100E-02    0.13809E+05
    0.44561E-02    0.14143E+05
    0.46071E-02    0.14480E+05
    0.47633E-02    0.14821E+05
    0.49248E-02    0.15166E+05
    0.50917E-02    0.15514E+05
    0.52643E-02    0.15864E+05
    0.54427E-02    0.16218E+05
    0.56272E-02    0.16573E+05
    0.58179E-02    0.16930E+05
    0.60151E-02    0.17289E+05
    0.62190E-02    0.17648E+05
    0.64298E-02    0.18007E+05
    0.66477E-02    0.18366E+05
    0.68731E-02    0.18725E+05
    0.71060E-02    0.19082E+05
    0.73469E-02    0.19436E+05
    0.75959E-02    0.19788E+05
    0.78534E-02    0.20137E+05
    0.81196E-02    0.20481E+05
    0.83948E-02    0.20819E+05
    0.86793E-02    0.21152E+05
    0.89735E-02    0.21478E+05
    0.92777E-02    0.21796E+05
    0.95921E-02    0.22105E+05
    0.99173E-02    0.22405E+05
    0.10253E-01    0.22693E+05
    0.10601E-01    0.22970E+05
    0.10960E-01    0.23233E+05
    0.11332E-01    0.23482E+05
    0.11716E-01    0.23716E+05
    0.12113E-01    0.23933E+05
    0.12524E-01    0.24131E+05
    0.12948E-01    0.24311E+05
    0.13387E-01    0.24470E+05
    0.13841E-01    0.24607E+05
    0.14310E-01    0.24721E+05
    0.14795E-01    0.24810E+05
    0.15296E-01    0.24874E+05
    0.15815E-01    0.24910E+05
    0.16351E-01    0.24919E+05
    0.16905E-01    0.24898E+05
    0.17478E-01    0.24847E+05
    0.18070E-01    0.24765E+05
    0.18683E-01    0.24650E+05
    0.19316E-01    0.24503E+05
    0.19971E-01    0.24323E+05
    0.20648E-01    0.24109E+05
    0.21348E-01    0.23862E+05
    0.22071E-01    0.23581E+05
    0.22819E-01    0.23268E+05
    0.23593E-01    0.22921E+05
    0.24393E-01    0.22544E+05
    0.25219E-01    0.22137E+05
    0.26074E-01    0.21701E+05
    0.26958E-01    0.21239E+05
    0.27872E-01    0.20754E+05
    0.28816E-01    0.20247E+05
    0.29793E-01    0.19723E+05
    0.30803E-01    0.19184E+05
    0.31847E-01    0.18634E+05
    0.32926E-01    0.18078E+05
    0.34042E-01    0.17520E+05
    0.35196E-01    0.16964E+05
    0.36389E-01    0.16413E+05
    0.37623E-01    0.15867E+05
    0.38898E-01    0.15335E+05
    0.40216E-01    0.14821E+05
    0.41580E-01    0.14331E+05
    0.42989E-01    0.13868E+05
    0.44446E-01    0.13433E+05
    0.45953E-01    0.13029E+05
    0.47510E-01    0.12654E+05
    0.49120E-01    0.12309E+05
    0.50785E-01    0.11990E+05
    0.52507E-01    0.11694E+05
    0.54287E-01    0.11418E+05
    0.56127E-01    0.11159E+05
    0.58772E-01    0.10841E+05
    0.61418E-01    0.10533E+05
    0.64063E-01    0.10227E+05
    0.66709E-01    0.99091E+04
    0.69354E-01    0.95696E+04
    0.72000E-01    0.92039E+04
    0.74645E-01    0.88130E+04
    0.77291E-01    0.84023E+04
    0.79936E-01    0.79802E+04
    0.82582E-01    0.75563E+04
    0.85227E-01    0.71400E+04
    0.87873E-01    0.67399E+04
    0.90518E-01    0.63637E+04
    0.93164E-01    0.60173E+04
    0.95809E-01    0.57054E+04
    0.98455E-01    0.54309E+04
    0.10110E+00    0.51942E+04
    0.10375E+00    0.49941E+04
    0.10639E+00    0.48271E+04
    0.10904E+00    0.46886E+04
    0.11168E+00    0.45731E+04
    0.11433E+00    0.44750E+04
    0.11697E+00    0.43885E+04
    0.11962E+00    0.43082E+04
    0.12226E+00    0.42289E+04
    0.12491E+00    0.41458E+04
    0.12756E+00    0.40554E+04
    0.13020E+00    0.39551E+04
    0.13285E+00    0.38442E+04
    0.13549E+00    0.37234E+04
    0.13814E+00    0.35946E+04
    0.14078E+00    0.34608E+04
    0.14343E+00    0.33251E+04
    0.14607E+00    0.31904E+04
    0.14872E+00    0.30594E+04
    0.15136E+00    0.29345E+04
    0.15401E+00    0.28177E+04
    0.15666E+00    0.27106E+04
    0.15930E+00    0.26144E+04
    0.16195E+00    0.25296E+04
    0.16459E+00    0.24563E+04
    0.16724E+00    0.23936E+04
    0.16988E+00    0.23403E+04
    0.17253E+00    0.22947E+04
    0.17517E+00    0.22549E+04
    0.17782E+00    0.22190E+04
    0.18047E+00    0.21852E+04
    0.18311E+00    0.21519E+04
    0.18576E+00    0.21178E+04
    0.18840E+00    0.20817E+04
    0.19105E+00    0.20429E+04
    0.19369E+00    0.20009E+04
    0.19634E+00    0.19556E+04
    0.19898E+00    0.19074E+04
    0.20163E+00    0.18568E+04
    0.20427E+00    0.18046E+04
    0.20692E+00    0.17518E+04
    0.20957E+00    0.16992E+04
    0.21795E+00    0.15448E+04
    0.22666E+00    0.14190E+04
    0.23573E+00    0.13286E+04
    0.24516E+00    0.12593E+04
    0.25496E+00    0.11889E+04
    0.26516E+00    0.11037E+04
    0.27576E+00    0.10089E+04
    0.28679E+00    0.92215E+03
    0.29826E+00    0.85451E+03
